"[{""id"": 35, ""name"": ""Comedy""}]";Edtv;Edtv;5.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";Inkheart;Inkheart;6.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]";The Spirit;The Spirit;4.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]";Mortdecai;Mortdecai;5.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]";In the Name of the King: A Dungeon Siege Tale;In the Name of the King: A Dungeon Siege Tale;4.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]";Beyond Borders;Beyond Borders;6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";西游记之孙悟空三打白骨精;The Monkey King 2;6.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";The Great Raid;The Great Raid;6.8
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";Deadpool;Deadpool;7.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";Holy Man;Holy Man;4.9
"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]";American Sniper;American Sniper;7.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]";Goosebumps;Goosebumps;6.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";Just Like Heaven;Just Like Heaven;6.5
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]";The Flintstones in Viva Rock Vegas;The Flintstones in Viva Rock Vegas;4.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]";Rambo III;Rambo III;5.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";Leatherheads;Leatherheads;5.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]";The Ridiculous 6;The Ridiculous 6;4.9
"[{""id"": 35, ""name"": ""Comedy""}]";Did You Hear About the Morgans?;Did You Hear About the Morgans?;5.1
"[{""id"": 35, ""name"": ""Comedy""}]";The Internship;The Internship;6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]";Resident Evil: Afterlife;Resident Evil: Afterlife;5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";Red Tails;Red Tails;5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";The Devil's Advocate;The Devil's Advocate;7.2
"[{""id"": 35, ""name"": ""Comedy""}]";That's My Boy;That's My Boy;5.5
"[{""id"": 14, ""name"": ""Fantasy""}]";DragonHeart;DragonHeart;6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";After the Sunset;After the Sunset;6.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]";Ghost Rider: Spirit of Vengeance;Ghost Rider: Spirit of Vengeance;4.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]";Captain Corelli's Mandolin;Captain Corelli's Mandolin;5.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]";The Pacifier;The Pacifier;5.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";Walking Tall;Walking Tall;6.0
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Forrest Gump;Forrest Gump;8.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]";Alvin and the Chipmunks;Alvin and the Chipmunks;5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";Meet the Parents;Meet the Parents;6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";Pocahontas;Pocahontas;6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";Superman;Superman;6.9
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]";The Nutty Professor;The Nutty Professor;5.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Hitch;Hitch;6.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]";George of the Jungle;George of the Jungle;5.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";American Wedding;American Wedding;6.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Captain Phillips;Captain Phillips;7.6
"[{""id"": 35, ""name"": ""Comedy""}]";Date Night;Date Night;5.9
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Casper;Casper;6.0
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]";The Equalizer;The Equalizer;7.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Maid in Manhattan;Maid in Manhattan;5.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";Crimson Tide;Crimson Tide;7.0
"[{""id"": 18, ""name"": ""Drama""}]";The Pursuit of Happyness;The Pursuit of Happyness;7.7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";Flightplan;Flightplan;6.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]";Disclosure;Disclosure;5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";City of Angels;City of Angels;6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]";Kill Bill: Vol. 1;Kill Bill: Vol. 1;7.7
"[{""id"": 35, ""name"": ""Comedy""}]";Bowfinger;Bowfinger;6.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";Kill Bill: Vol. 2;Kill Bill: Vol. 2;7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";Tango & Cash;Tango & Cash;6.1
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]";Death Becomes Her;Death Becomes Her;6.3
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]";Shanghai Noon;Shanghai Noon;6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Executive Decision;Executive Decision;5.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Mr. Popper's Penguins;Mr. Popper's Penguins;5.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";The Forbidden Kingdom;The Forbidden Kingdom;6.3
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Free Birds;Free Birds;5.7
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]";Alien³;Alien³;6.2
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]";Evita;Evita;5.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}]";Ronin;Ronin;6.7
"[{""id"": 12, ""name"": ""Adventure""}]";The Ghost and the Darkness;The Ghost and the Darkness;6.4
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";Paddington;Paddington;7.0
"[{""id"": 35, ""name"": ""Comedy""}]";The Watch;The Watch;5.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";The Hunted;The Hunted;6.0
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";Instinct;Instinct;6.2
"[{""id"": 35, ""name"": ""Comedy""}]";Stuck on You;Stuck on You;5.1
"[{""id"": 35, ""name"": ""Comedy""}]";Semi-Pro;Semi-Pro;5.4
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";The Pirates! In an Adventure with Scientists!;The Pirates! In an Adventure with Scientists!;6.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";Changeling;Changeling;7.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";Chain Reaction;Chain Reaction;5.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";The Fan;The Fan;5.7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";The Phantom of the Opera;The Phantom of the Opera;7.0
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]";Elizabeth: The Golden Age;Elizabeth: The Golden Age;6.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]";Æon Flux;Æon Flux;5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";Gods and Generals;Gods and Generals;6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";Turbulence;Turbulence;5.2
"[{""id"": 35, ""name"": ""Comedy""}]";Imagine That;Imagine That;5.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]";Muppets Most Wanted;Muppets Most Wanted;6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";Thunderbirds;Thunderbirds;4.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Burlesque;Burlesque;6.9
"[{""id"": 18, ""name"": ""Drama""}]";Un long dimanche de fiançailles;A Very Long Engagement;7.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Lolita;Lolita;7.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";D-Tox;D-Tox;5.3
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";Blade II;Blade II;6.2
"[{""id"": 18, ""name"": ""Drama""}]";Seven Pounds;Seven Pounds;7.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";Bullet to the Head;Bullet to the Head;5.2
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";The Godfather: Part III;The Godfather: Part III;7.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Elizabethtown;Elizabethtown;6.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";You, Me and Dupree;You, Me and Dupree;5.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";Superman II;Superman II;6.5
"[{""id"": 18, ""name"": ""Drama""}]";Gigli;Gigli;3.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";All the King's Men;All the King's Men;5.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";Shaft;Shaft;5.5
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";Anastasia;Anastasia;7.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]";Moulin Rouge!;Moulin Rouge!;7.4
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";Domestic Disturbance;Domestic Disturbance;5.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";Black Mass;Black Mass;6.3
"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";Flags of Our Fathers;Flags of Our Fathers;6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";Law Abiding Citizen;Law Abiding Citizen;7.2
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]";Grindhouse;Grindhouse;6.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Beloved;Beloved;5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Lucky You;Lucky You;5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";Catch Me If You Can;Catch Me If You Can;7.7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";Zero Dark Thirty;Zero Dark Thirty;6.7
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]";The Break-Up;The Break-Up;5.6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";Mamma Mia!;Mamma Mia!;6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";Valentine's Day;Valentine's Day;5.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";The Dukes of Hazzard;The Dukes of Hazzard;5.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";The Thin Red Line;The Thin Red Line;7.2
"[{""id"": 35, ""name"": ""Comedy""}]";The Change-Up;The Change-Up;5.9
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Man on the Moon;Man on the Moon;6.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";Casino;Casino;7.8
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";From Paris with Love;From Paris with Love;6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]";Bulletproof Monk;Bulletproof Monk;5.1
"[{""id"": 35, ""name"": ""Comedy""}]";Me, Myself & Irene;Me, Myself & Irene;6.1
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Barnyard;Barnyard;5.3
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Deck the Halls;Deck the Halls;5.1
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";The Twilight Saga: New Moon;The Twilight Saga: New Moon;5.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";Shrek;Shrek;7.3
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]";The Adjustment Bureau;The Adjustment Bureau;6.5
"[{""id"": 12, ""name"": ""Adventure""}]";Robin Hood: Prince of Thieves;Robin Hood: Prince of Thieves;6.6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Jerry Maguire;Jerry Maguire;6.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]";Ted;Ted;6.3
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";As Good as It Gets;As Good as It Gets;7.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";Patch Adams;Patch Adams;7.0
"[{""id"": 35, ""name"": ""Comedy""}]";Anchorman 2: The Legend Continues;Anchorman 2: The Legend Continues;6.0
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";Mr. Deeds;Mr. Deeds;5.6
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]";Super 8;Super 8;6.6
"[{""id"": 18, ""name"": ""Drama""}]";Erin Brockovich;Erin Brockovich;7.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";How to Lose a Guy in 10 Days;How to Lose a Guy in 10 Days;6.3
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]";22 Jump Street;22 Jump Street;7.0
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]";Interview with the Vampire;Interview with the Vampire;7.2
"[{""id"": 35, ""name"": ""Comedy""}]";Yes Man;Yes Man;6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]";Central Intelligence;Central Intelligence;6.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Stepmom;Stepmom;6.9
"[{""id"": 35, ""name"": ""Comedy""}]";Daddy's Home;Daddy's Home;5.8
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]";Into the Woods;Into the Woods;5.6
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Inside Man;Inside Man;7.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";Payback;Payback;6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";Congo;Congo;5.0
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";We Bought a Zoo;We Bought a Zoo;6.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";Knowing;Knowing;5.9
"[{""id"": 35, ""name"": ""Comedy""}]";Failure to Launch;Failure to Launch;5.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";The Ring Two;The Ring Two;5.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";Crazy, Stupid, Love.;Crazy, Stupid, Love.;7.0
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Garfield;Garfield;5.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Christmas with the Kranks;Christmas with the Kranks;5.2
"[{""id"": 18, ""name"": ""Drama""}]";Moneyball;Moneyball;7.0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";Outbreak;Outbreak;6.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]";Non-Stop;Non-Stop;6.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]";Race to Witch Mountain;Race to Witch Mountain;5.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]";V for Vendetta;V for Vendetta;7.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]";Shanghai Knights;Shanghai Knights;6.0
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";Curious George;Curious George;6.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";Herbie Fully Loaded;Herbie Fully Loaded;5.1
"[{""id"": 53, ""name"": ""Thriller""}]";Don't Say a Word;Don't Say a Word;6.0
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]";Hansel & Gretel: Witch Hunters;Hansel & Gretel: Witch Hunters;5.7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";Unfaithful;Unfaithful;6.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]";I Am Number Four;I Am Number Four;5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Syriana;Syriana;6.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]";13 Hours: The Secret Soldiers of Benghazi;13 Hours: The Secret Soldiers of Benghazi;7.0
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";The Book of Life;The Book of Life;7.3
"[{""id"": 53, ""name"": ""Thriller""}]";Firewall;Firewall;5.6
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";Absolute Power;Absolute Power;6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]";G.I. Jane;G.I. Jane;6.0
